productid,merchandisegroup,merchandisesubgroup,isocountrycode,article,internationalarticlenumber,sectionname,familyname,categoryname,subcategoryname,merchandisefamily,weightproduct,scaleproduct,vatdescription,vatrate,agelimit,hwgdescription
9285,Nevera,Delicatesen (nev),ES,Rana Pasta fresca lisa spaghetti,"",ALIMENTACION SECA,PASTAS ALIMENTICIAS,PASTA FRESCA,PASTA FRESCA,"Platos preparados, comida rÃ¡pida",false,true,Reducido,10.0,Keines,Fresco
9508,Surtido seco,Bebidas sin alcohol,ES,VITAL TRINA TROPICAL BRICK 1 L,"","","","","","NÃ©ctares, bebidas de zumos de fruta, otros",false,true,Reducido,10.0,Keines,Bebidas
21551,Surtido seco,Licores,ES,LICOR DE MANZANA 16% VOL,"","","","","",Licores,false,false,Ordinario,21.0,18,Bebidas
80646,Fruta y Verdura,Fruta,ES,Granada,80646,FRESCOS PERECEDEROS,FRUTAS Y HORTALIZAS,FRUTAS,RESTO FRUTAS,Frutas exÃ³ticas,false,true,Superreducido,4.0,Keines,F&V/Plantas y Flores
5706641,Surtido seco,BollerÃ­a / Chips,ES,MaritoÃ±i exquisita,5706641,ALIMENTACION SECA,PASTEL.BOLLER.IND.,REST.PAST.BOLL.IND,REST.PAST.BOLL.IND,BollerÃ­a,false,false,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
2190,Nevera,Mopro (nev),ES,KINDER SANDWICH DE LECHE PACK 8+2GR,"","","","","",Postres y aperitivos,false,true,Reducido,10.0,Keines,Fresco
3013,Fruta y Verdura,Fruta,ES,[.],"","","","","",Bananas/PlÃ¡tanos,false,false,Cero,0.0,Keines,F&V/Plantas y Flores
6420,Surtido seco,Alim. Infantil,ES,Hero Recetas caseras lentejas con v,"","","","","",Leche infantil,false,false,Reducido,10.0,Keines,Conservas
7583,Surtido seco,Golosinas,ES,M&M'S CACAHUETES,"","","","","",Barritas (incl. mini),false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
59590,Congelado,Congelados,ES,.,"","","","","",Helados,false,true,Reducido,10.0,Keines,Congelados
64974,Surtido seco,Art. Hogar / medias,ES,Cerillas pack 4 55mm,64974,"","","","","Velas, luces, mecheros, carbÃ³n, lubricantes",false,true,Ordinario,21.0,Keines,Surtido NF
5705553,Surtido seco,OTC,ES,Bicentury Barritas sustituye chocol,5705553,ALIMENTACION SECA,LINEAL DIETETICA,BARRITA SUBS.,BARRITA SUBS.,Complementos alimenticios,false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5708014,Surtido seco,BollerÃ­a / Chips,ES,Frit Ravich pack para panellets,5708014,ALIMENTACION SECA,FRUTOS SECOS&DESHIDRAT.,FRUTOS SECOS,RESTO FTO.SECO,"Frutos secos, fruta deshidratada",false,false,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
6248,Surtido seco,Golosinas,ES,NestlÃ© chocolatinas,"",ALIMENTACION SECA,CHOCOLATES Y CREMAS,CHOCOLATINAS&SNACKS,CHOCOLATINAS&SNACKS,Barritas (incl. mini),false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
7714,Surtido seco,Brot/Backwaren/Kuchen haltbar,ES,Bimbo Tostaditas con arÃ¡ndanos,5702897,ALIMENTACION SECA,PANADERIA INDUSTRIAL,PAN TOSTADO,"BISCOTES,PICATOSTES","Biscotes, pan crujiente, crackers",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
9502,Surtido seco,Bebidas sin alcohol,ES,La Casera Naranja bipack,5702857,BEBIDAS,BEBIDAS REFRESCANTES,REFRESCO CON GAS,NARANJA CON GAS,"Gaseosas, limonadas",false,false,Reducido,10.0,Keines,Bebidas
54778,Surtido seco,Cosmetic,ES,G.BELLINI RECAMBIO MAQUINILLA,"","","","","","Higiene bucal, afeitado",false,false,Ordinario,21.0,Keines,Surtido NF
119125,Congelado,Congelados,ES,Helado oriental surt.,"","","","","",Helados,false,true,Reducido,10.0,Keines,Congelados
5704641,Surtido seco,Brot/Backwaren/Kuchen haltbar,ES,Bicentury Tortitas maÃ­z setas/trufa,5704641,ALIMENTACION SECA,LINEAL DIETETICA,TORTITAS,TORTITAS,"Biscotes, pan crujiente, crackers",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5705677,Surtido seco,Brot/Backwaren/Kuchen haltbar,ES,Mini magdalenas rellenas chocolate,5705677,ALIMENTACION SECA,PASTEL.BOLLER.IND.,MAGDALENAS,MAGDALENAS,"Croissants, bollos, magdalenas",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5707742,Congelado,Congelados,ES,Polo tropical,5707742,CONGELADOS,HELADOS Y POSTRES,HELADOS,RESTO HELADOS,Helados,false,true,Reducido,10.0,Keines,Congelados
5708922,Surtido seco,Cosmetic,ES,L'Oreal Stylista Curls cabello riza,5708922,"","","","",Productos para el cuidado del cabello,false,false,Ordinario,21.0,Keines,Surtido NF
7400068,Surtido seco,Cervezas / Derivados,ES,Corsendonck Summum,7400068,BEBIDAS,CERVEZA,CERVEZA,CON ALCOHOL,"Cerveza, combinados de cerveza",false,true,Ordinario,21.0,18,Bebidas
416,Surtido seco,Cosmetic,ES,POND'S CREMA FACIAL SURT.,"","","","","","Cremas, lociones, leche corporal, maquillaje",false,false,Ordinario,21.0,Keines,Surtido NF
4907,Nevera,Embutidos (Nevera),ES,ARGAL PLATO SALCHICHON REGIO,"","","","","",Salami (lonchas),false,true,Reducido,10.0,Keines,Fresco
5985,Surtido seco,Art. Limpieza,ES,CASA JARDIN INSECTICIDA CONCENTRADO,"",ARTICULOS  RESTO,ARTICULOS  RESTO,ARTICULOS  RESTO,ARTICULOS  RESTO,Productos de limpieza y lavavajillas,false,false,Ordinario,21.0,Keines,Surtido NF
6760,Surtido seco,Cervezas / Derivados,ES,"Modelo Especial Cerveza 4,5Âº Vol.","","","","","","Cerveza, combinados de cerveza",false,false,Ordinario,21.0,18,Bebidas
9798,Surtido seco,Art. Limpieza,ES,Somat Abrillantador Duo Perls,"","","","","",Productos de limpieza y lavavajillas,false,false,Ordinario,21.0,Keines,Surtido NF
5703834,Surtido seco,Golosinas,ES,Valor Chocolate puro s/a postres,"","","","","",Otros productos a base de chocolate,false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5800964,Nevera,Mopro (nev),ES,Carolac Yogur para beber surt.,5800963,"","","","",Yogures para beber / bebidas,false,false,Reducido,10.0,Keines,Fresco
5338,Surtido seco,Cosmetic,ES,Johnson's Baby Mochila rosa,"",PRODUCTOS PARA BEBE,PRODS. CORPORALES BABY,PRODS. CORPORALES BABY,PRODS. CORPORALES BABY,Cuidado del bebÃ©,false,true,Ordinario,21.0,Keines,Surtido NF
8461,Surtido seco,Papel / Folios / Higiene,ES,Moltex toallitas hÃºmedas Bio Baby,"","","","","",Productos de higiene para adultos y niÃ±os,false,true,Ordinario,21.0,Keines,Surtido NF
9990,Surtido seco,Bebidas sin alcohol,ES,AMERICA NECTAR DE MARACUYA,"",BEBIDAS,"ZUMOS,NECTAR,MOSTO",NECTAR,NECTAR AMBIENTE,"NÃ©ctares, bebidas de zumos de fruta, otros",false,false,Reducido,10.0,Keines,Bebidas
82056,Fruta y Verdura,Verdura,ES,Berros,82056,"","","","",Lechuga,false,true,Cero,0.0,Keines,F&V/Plantas y Flores
5703116,Surtido seco,BollerÃ­a / Chips,ES,Mr. Corn AmÃ©rica,5703116,ALIMENTACION SECA,FRUTOS SECOS&DESHIDRAT.,FRUTOS SECOS,COCKTAIL,"Aperitivos salados, patatas fritas, productos extrusionados",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5704009,Frischbrot / Hot Convenience,Bake off,ES,SÃ¡ndwich mixto,5704009,PASTELERIA/BOLLERIA GRANEL,PASTELERIA/BOLLERIA GRANEL,PASTELERIA/BOLLERIA GRANEL,PASTELERIA/BOLLERIA GRANEL,Otros,false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5704465,Surtido seco,Brot/Backwaren/Kuchen haltbar,ES,El Guijo Galletas fritas rellenas,5704465,ALIMENTACION SECA,PASTEL.BOLLER.IND.,REST.PAST.BOLL.IND,REST.PAST.BOLL.IND,"Pasteles, tartas, reposterÃ­a, otros",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5705202,Surtido seco,OTC,ES,Vitastar Batido sustituye chocolate,5705202,OTC,OTC,OTC,OTC,Complementos alimenticios,false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5705889,Surtido seco,Cosmetic,ES,Fructis ChampÃº crece fuerte,5705889,PERFUMERIA E HIGIENE,PRODUCTOS CAPILARES,CHAMPU,CHAMPU,Productos para el cuidado del cabello,false,false,Ordinario,21.0,Keines,Surtido NF
5706416,Carne,Carne Fresca,ES,Entrecot de vaca madurado,5706416,FRESCOS PERECEDEROS,CARNE FRESCA,VACUNO,VACUNO,Carne de vacuno,true,false,Reducido,10.0,Keines,Pollo/Carne/Pescado
5707040,Surtido seco,BollerÃ­a / Chips,ES,Artiach Dinosaurus Galletas,5707040,ALIMENTACION SECA,GALLETAS(DULCE/SAL),GALLET.DULCES,MARIA/TOSTADA/RELIEVE,BollerÃ­a,false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5707175,Surtido seco,Cosmetic,ES,Original Remedies champÃº Tesoros de,5707175,PERFUMERIA E HIGIENE,PRODUCTOS CAPILARES,CHAMPU,CHAMPU,Productos para el cuidado del cabello,false,false,Ordinario,21.0,Keines,Surtido NF
5708964,Surtido seco,Conservas F&V,ES,Posada del MarquÃ©s EspÃ¡rragos,5708964,"","","","",Conservas vegetales,false,false,Reducido,10.0,Keines,Conservas
1212,Surtido seco,Conservas F&V,ES,GIGANTE VERDE MINI PALMITO EN LATA,"",CONSERVAS,CONSERVAS VEGETALES,RESTO CONS.VEGETALES,RESTO CONS.VEGETALES,Conservas vegetales,false,false,Reducido,10.0,Keines,Conservas
2973,Surtido seco,Mopro,ES,Kaiku Leche sin lactosa semidesnata,"","","","","",Leche UHT,false,true,Reducido,10.0,Keines,AlimentaciÃ³n
2979,Surtido seco,Bebidas sin alcohol,ES,AQUARIUS BEBIDA ISOTONICA NATURAL,"","","","","","NÃ©ctares, bebidas de zumos de fruta, otros",false,false,Reducido,10.0,Keines,Bebidas
3716,Surtido seco,Art. Limpieza,ES,TENN BAÃ‘O + BRILLANTE GRATIS,"","","","","",Productos de limpieza y lavavajillas,false,false,Ordinario,21.0,Keines,Surtido NF
80370,Fruta y Verdura,Fruta,ES,.,"","","","","",Bananas/PlÃ¡tanos,false,false,Superreducido,4.0,Keines,F&V/Plantas y Flores
82060,Fruta y Verdura,Verdura,ES,Lechuga Trocadero,82060,"","","","",Lechuga,false,true,Superreducido,4.0,Keines,F&V/Plantas y Flores
5708522,Surtido seco,Vinos / Cavas,ES,Casal do Rio Vino tinto DO Ribeiro,5708522,"","","","",Vino tinto de Europa,false,false,Ordinario,21.0,18,Bebidas
5800919,Congelado,Congelados,ES,Kalise Trufo Plus cacahuetes caram.,5800919,"","","","",Helados,false,true,Reducido,10.0,Keines,Congelados
328,Surtido seco,Huevos,ES,HUEVOS M,"","","","","",Huevos,false,false,Superreducido,4.0,Keines,AlimentaciÃ³n
835,Surtido seco,Aceite/Mantequilla/Margarina,ES,ACEITE DE OLIVA VIRGEN EXTRA ECOLÃ“G,"","","","","",Otros aceites,false,false,Reducido,10.0,Keines,AlimentaciÃ³n
7124,Surtido seco,Vinos / Cavas,ES,Emparrado Vino blanco DO EspaÃ±a2016,"",BEBIDAS,TOTAL VINOS,BLANCO,CON DENOMINACION,Vino blanco de Europa,false,false,Ordinario,21.0,18,Bebidas
81593,Fruta y Verdura,Fruta,ES,Paraguayo ecolÃ³gico,81593,FRESCOS PERECEDEROS,FRUTAS Y HORTALIZAS,FRUTAS,RESTO FRUTAS,Frutas de hueso,false,true,Superreducido,4.0,Keines,F&V/Plantas y Flores
83517,Fruta y Verdura,Verdura,ES,"Pepino 1,25 kg",83517,FRESCOS PERECEDEROS,FRUTAS Y HORTALIZAS,VERDURAS/HORTALIZAS,PEPINO,Verduras (FeingemÃ¼se),false,true,Superreducido,4.0,Keines,F&V/Plantas y Flores
5800893,Nevera,Queso (nev),ES,Montesdeoca Queso fresco ahumado c,"",QUESOS,QUESO FRESCO,Q.FRESC.TRAD.,Q.FRESC.TRAD.,"Queso fresco / preparado de queso fresco, productos lÃ¡cteos para untar",false,true,Superreducido,4.0,Keines,Fresco
2332,Surtido seco,Aceite/Mantequilla/Margarina,ES,Flora margarina,"",DERIVADOS LACTEOS,MANTEQUILLA & MARGARINA,MARGARINA,MARGARINA,"Margarinas, grasas",false,true,Reducido,10.0,Keines,AlimentaciÃ³n
3474,Surtido seco,BollerÃ­a / Chips,ES,Matutano Boca Bits,"",ALIMENTACION SECA,PATATAS Y SNACKS,SNACKS,SNACKS,"Aperitivos salados, patatas fritas, productos extrusionados",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
3981,Surtido seco,Bebidas sin alcohol,ES,Coca Cola Alubottle Eurocop,"",BEBIDAS,BEBIDAS REFRESCANTES,REFRESCO CON GAS,COLAS,"Gaseosas, limonadas",false,false,Reducido,10.0,Keines,Bebidas
4448,Surtido seco,Golosinas,ES,CHUPA CHUPS HELLO KITTY,"",ALIMENTACION SECA,"CHICLES, CARAMELO, GOLOSI",CARAMELOS,CARAMELOS,"Caramelos, caramelos masticables de fruta",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
6283,Surtido seco,Vinos / Cavas,ES,Cune vino tinto DOCa Rioja crianza,"","","","","",Vino tinto de Europa,false,false,Ordinario,21.0,18,Bebidas
9652,Surtido seco,Art. Limpieza,ES,KH-7 Pistola + Zas cocina,"","","","","",Productos de limpieza y lavavajillas,false,true,Ordinario,21.0,Keines,Surtido NF
80312,Fruta y Verdura,Fruta,ES,NÃ­spero,80312,FRESCOS PERECEDEROS,FRUTAS Y HORTALIZAS,FRUTAS,RESTO FRUTAS,Frutas de pepita,false,true,Superreducido,4.0,Keines,F&V/Plantas y Flores
99777,Surtido seco,Cervezas / Derivados,ES,Sidra,"","","","","",Sidra (con alcohol),false,false,Ordinario,21.0,18,Bebidas
5704959,Surtido seco,Vinos / Cavas,ES,L'Efecte Volador Tinto D.O.Montsant,5704959,BEBIDAS,TOTAL VINOS,TINTO,MESA,Vino tinto de Europa,false,false,Ordinario,21.0,18,Bebidas
5800936,Carne,Carne Fresca,ES,Pincho de cerdo adobado,5800936,"","","","",Cerdo,true,false,Reducido,10.0,Keines,Pollo/Carne/Pescado
778,Fruta y Verdura,Verdura,ES,ChampiÃ±ones,"","","","","",Setas,false,false,Superreducido,4.0,Keines,F&V/Plantas y Flores
6386,Surtido seco,BollerÃ­a / Chips,ES,Nuez pecana,5700220,ALIMENTACION SECA,FRUTOS SECOS&DESHIDRAT.,FRUTOS SECOS,NUECES,"Frutos secos, fruta deshidratada",true,true,Superreducido,4.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
8487,Surtido seco,Papel / Folios / Higiene,ES,Scottex Papel higiÃ©nico 2 capas,5703532,DROGUERIA,CELULOSAS HOGAR,PAPEL HIGIENICO,ROLLO PAPEL HIGIENICO,"Papel higiÃ©nico, algodÃ³n",false,true,Ordinario,21.0,Keines,Surtido NF
83365,Fruta y Verdura,Verdura,ES,Cebolla blanca granel,83365,FRESCOS PERECEDEROS,FRUTAS Y HORTALIZAS,VERDURAS/HORTALIZAS,CEBOLLA,Patatas/cebollas,true,true,Superreducido,4.0,Keines,F&V/Plantas y Flores
5704467,Surtido seco,Brot/Backwaren/Kuchen haltbar,ES,El Guijo Mostachones,5704467,ALIMENTACION SECA,PASTEL.BOLLER.IND.,REST.PAST.BOLL.IND,REST.PAST.BOLL.IND,"Pasteles, tartas, reposterÃ­a, otros",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5704573,Surtido seco,Cosmetic,ES,Nivea deo Spray Invisible Fresh Wom,5704573,PERFUMERIA E HIGIENE,PROD.CORPORALES PERSO.,DESODORANTES,DESODORANTES,"Desodorante, colonia, perfume, lociÃ³n de afeitado",false,true,Ordinario,21.0,Keines,Surtido NF
5704699,Surtido seco,Desayuno,ES,La Vieja FÃ¡brica Mermelada naranja,"",CONSERVAS,CONSERV.FRUTAS&DULC,MERMELADA/CONFITURA/MEMB.,MERMELADA,Confitura,false,false,Reducido,10.0,Keines,AlimentaciÃ³n
5705500,Surtido seco,Cervezas / Derivados,ES,Burro Sancho Cerveza artesana rubia,5705500,BEBIDAS,CERVEZA,CERVEZA,CON ALCOHOL,"Cerveza, combinados de cerveza",false,false,Ordinario,21.0,18,Bebidas
5707169,Surtido seco,Conservas F&V,ES,Ybarra JudÃ­a verde redonda,5707169,CONSERVAS,CONSERVAS VEGETALES,JUDIAS CONS.,JUDIAS CONS.,Conservas vegetales,false,false,Reducido,10.0,Keines,Conservas
5800434,Surtido seco,Mopro,ES,CelgÃ¡n batido de cacao,5800434,LECHES Y BATIDOS,BATIDOS,BATIDOS,BATIDOS,Yogures para beber / bebidas,false,true,Reducido,10.0,Keines,AlimentaciÃ³n
3673,Nevera,Queso (nev),ES,QUESO FRANCES CANTAL PESO APROX 320,"","","","","",Queso tierno,true,true,Superreducido,4.0,Keines,Fresco
5927,Fruta y Verdura,Fruta,ES,.,"","","","","",Bananas/PlÃ¡tanos,false,false,Cero,0.0,Keines,F&V/Plantas y Flores
6509,Surtido seco,Bebidas sin alcohol,ES,Schweppes tÃ³nica,"",BEBIDAS,BEBIDAS REFRESCANTES,REFRESCO CON GAS,TONICA,"Gaseosas, limonadas",false,true,Reducido,10.0,Keines,Bebidas
7449,Surtido seco,Cons. Pescado,ES,AtÃºn claro en aceite de oliva virge,5702872,CONSERVAS,CONSERVAS DE PESCADO,CONS. ATUN/BONITO,CONS. ATUN/BONITO,Conservas de pescado,false,true,Reducido,10.0,Keines,Conservas
8470,Surtido seco,BollerÃ­a / Chips,ES,"Bicentury Tortitas maÃ­z, tomate, ac",5702436,ALIMENTACION SECA,LINEAL DIETETICA,TORTITAS,TORTITAS,"Aperitivos salados, patatas fritas, productos extrusionados",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
109436,Surtido seco,CafÃ©/TÃ©/Cacao,ES,Dallmayr Prodomo cafÃ©,109436,"","","","",CafÃ© tostado,false,true,Reducido,10.0,Keines,AlimentaciÃ³n
5700217,Nevera,Queso (nev),ES,Sarbil Queso IdiazÃ¡bal DOP,5700217,QUESOS,QUESO NATURAL,RTO. QSO NATURAL,RTO. QSO NATURAL,Queso de pasta dura y semidura (pieza),false,false,Superreducido,4.0,Keines,Fresco
5706109,Carne,Carne Fresca,ES,Solomillo de aÃ±ojo,5706109,FRESCOS PERECEDEROS,CARNE FRESCA,VACUNO,VACUNO,Carne de vacuno,true,false,Reducido,10.0,Keines,Pollo/Carne/Pescado
1665,Surtido seco,Cosmetic,ES,Johnson's Baby Crema protectora beb,"","","","","",Cuidado del bebÃ©,false,false,Ordinario,21.0,Keines,Surtido NF
3109,Surtido seco,Vinos / Cavas,ES,Don Simon SelecciÃ³n Vino Tinto D.O.,"","","","","",Vino tinto de Europa,false,true,Ordinario,21.0,18,Bebidas
22037,Surtido seco,Vinos / Cavas,ES,VINO TINTO MERLOT FRIULI GRAVE DOC,"","","","","",Vino tinto de Europa,false,false,Ordinario,21.0,18,Bebidas
5704748,Surtido seco,Brot/Backwaren/Kuchen haltbar,ES,Rustik Bakery Hogaza masa madre,5704748,ALIMENTACION SECA,PANADERIA INDUSTRIAL,OTROS PANES,OTROS PANES,"Pan de molde, pan, panecillos, baguettes",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5705829,Surtido seco,Aceite/Mantequilla/Margarina,ES,Coosur Virgen Extra Picual,5705829,ALIMENTACION SECA,ACEITE,ACEITE,OLIVA,Aceites de oliva,false,false,Reducido,10.0,Keines,AlimentaciÃ³n
5707193,Surtido seco,Cervezas / Derivados,ES,Arriaca IPA Cerveza,5707193,BEBIDAS,CERVEZA,CERVEZA,CON ALCOHOL,"Cerveza, combinados de cerveza",false,false,Ordinario,21.0,18,Bebidas
5800385,Surtido seco,Bebidas sin alcohol,ES,OKF Aloe Vera King con mango,5800385,BEBIDAS,BEBIDAS REFRESCANTES,OTRAS BEBIDAS,OTRAS BEBIDAS,"NÃ©ctares, bebidas de zumos de fruta, otros",false,false,Reducido,10.0,Keines,Bebidas
8832,Nevera,Delicatesen (nev),ES,Rana Ravioli pera y queso,"","","","","","Platos preparados, comida rÃ¡pida",false,true,Reducido,10.0,Keines,Fresco
48496,Surtido seco,Golosinas,ES,BARRITAS DE FRUTOS SECOS,"","","","","",Barritas (incl. mini),false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
135946,Surtido seco,Licores,ES,Licor crema de pistacho 17% vol.,135946,"","","","",Licores,false,false,Ordinario,21.0,18,Bebidas
5800852,Surtido seco,Licores,ES,"Mercante Ron dorado 37,5%",5800852,"","","","",Bebidas espirituosas oscuras,false,false,Ordinario,21.0,18,Bebidas
5800933,Surtido seco,BollerÃ­a / Chips,ES,El NorteÃ±o Aloe Vera deshidratado,5800933,ALIMENTACION SECA,FRUTOS SECOS&DESHIDRAT.,FRUTA DESHIDRATADA,FRUTA DESHIDRATADA,"Frutos secos, fruta deshidratada",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
3108,Surtido seco,Conservas F&V,ES,HORTICONS HOJAS DE COL,"","","","","",Conservas vegetales,false,false,Reducido,10.0,Keines,Conservas
3322,Frischbrot / Hot Convenience,Bake off,ES,Berlina rellena de chocolate,5702728,PASTELERIA/BOLLERIA GRANEL,PASTELERIA/BOLLERIA GRANEL,PASTELERIA/BOLLERIA GRANEL,PASTELERIA/BOLLERIA GRANEL,"Pasteles, bollerÃ­a",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5095,Surtido seco,Bebidas sin alcohol,ES,Font Vella Agua junior,"",BEBIDAS,AGUA,AGUA,AGUA,Agua,false,false,Reducido,10.0,Keines,Bebidas
9782,Nevera,Queso (nev),ES,Volcania Queso fresco,5800179,"","","","","Queso fresco / preparado de queso fresco, productos lÃ¡cteos para untar",false,false,Superreducido,4.0,Keines,Fresco
5701542,Nevera,Embutidos (Nevera),ES,Noel Pechuga de pollo pÃ©talos,5701542,"","","","",JamÃ³n cocido (lonchas),false,false,Reducido,10.0,Keines,Fresco
5705161,Surtido seco,Conservas F&V,ES,Tesoro natural Leche de coco light,5705161,LECHES Y BATIDOS,LECHE LIQUIDA,LECHES VEGETALES,LECHE COCO,Conservas de fruta,false,false,Reducido,10.0,Keines,Conservas
5706284,Surtido seco,Embutidos,ES,El Pozo Imperial con pavo,5706284,FRESCOS PERECEDEROS,CHARCUTERIA,FIAMBRE Y EMBUTIDOS,FUET/LONGANIZA,Salami,false,true,Reducido,10.0,Keines,AlimentaciÃ³n
5707298,Surtido seco,Cosmetic,ES,Ecran Sunnique Aceite solar FP30,5707298,PERFUMERIA E HIGIENE,PROD.CORPORALES PERSO.,SOLARES,SOLARES,Productos solares,false,false,Ordinario,21.0,Keines,Surtido NF
5800704,Surtido seco,Cervezas / Derivados,ES,Dorada Especial pack Navidad,"","","","","","Cerveza, combinados de cerveza",false,true,Ordinario,21.0,Keines,Bebidas
5800748,Surtido seco,Golosinas,ES,Tirma Caramelos masticables menta,5800748,"","","","","Caramelos, caramelos masticables de fruta",false,true,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
5800773,Surtido seco,Conservas F&V,ES,Noliko Cerezas rojas del norte,5800773,CONSERVAS,CONSERV.FRUTAS&DULC,FRUTAS EN ALMIBAR/LATA,FRUTAS EN ALMIBAR/LATA,Conservas de fruta,false,false,Reducido,10.0,Keines,Conservas
1987,Nevera,Mopro (nev),ES,Danone Danonino petit surt.,"",DERIVADOS LACTEOS,QUESO FRESCO PETIT,QUESO FRESCO PETIT,QUESO FRESCO PETIT,Yogur con fruta,false,false,Superreducido,4.0,Keines,Fresco
2786,Surtido seco,Golosinas,ES,MILKA TABLETA CHOC NAVIDEÃ‘A,"","","","","",Tabletas de chocolate (incl. mini),false,false,Reducido,10.0,Keines,Pan/BollerÃ­a/Golosinas/OTC
6166,Surtido seco,Art. Limpieza,ES,Air Wick Freshmatic recambio Lavand,"","","","","","Aerosoles, ambientadores",false,false,Ordinario,21.0,Keines,Surtido NF
6205,Carne,Carne Fresca,ES,El HÃ³rreo Preparado para cocido,5702453,FRESCOS PERECEDEROS,CARNE FRESCA,CERDO,CERDO,Cerdo,false,true,Reducido,10.0,Keines,Pollo/Carne/Pescado
6246,Surtido seco,Art. Limpieza,ES,FLOTA DETERGENTE LIQUIDO ALOE VERA,"","","","","","Detergentes en polvo, lÃ­quido y en pastillas / suavizante",false,false,Ordinario,21.0,Keines,Surtido NF
8321,Surtido seco,Cervezas / Derivados,ES,"Heineken Cerveza A5% P11,4%",5708696,BEBIDAS,CERVEZA,CERVEZA,CON ALCOHOL,"Cerveza, combinados de cerveza",false,false,Ordinario,21.0,18,Bebidas
9134,Surtido seco,Vinos / Cavas,ES,MarquÃ©s de CÃ¡ceres Vino tinto D.O.,"","","","","",Vino tinto de Europa,false,false,Ordinario,21.0,18,Bebidas
5703961,Surtido seco,Bebidas sin alcohol,ES,Trina Naranja,5703961,BEBIDAS,BEBIDAS REFRESCANTES,REFRESCO SIN GAS,CITRICOS SIN GAS,"Gaseosas, limonadas",false,false,Reducido,10.0,Keines,Bebidas
5704267,Surtido seco,Cosmetic,ES,Baikim Polvos talco,5704267,PRODUCTOS PARA BEBE,PRODS. CORPORALES BABY,PRODS. CORPORALES BABY,PRODS. CORPORALES BABY,Cuidado del bebÃ©,false,false,Ordinario,21.0,Keines,Surtido NF
5707006,Surtido seco,Cervezas / Derivados,ES,"Turia Cerveza 5,4% Vol.",5707006,BEBIDAS,CERVEZA,CERVEZA,CON ALCOHOL,"Cerveza, combinados de cerveza",false,false,Ordinario,21.0,18,Bebidas
2131,Surtido seco,Art. Hogar / medias,ES,MAXELL CINTA VIDEO 240 MIN X 2 P,"","","","","","Consumibles, pilas",false,true,Ordinario,21.0,Keines,Surtido NF
3687,Surtido seco,Sopas/Salsas,ES,GALLINA BLANCA POLLO AL HORNO,"","","","","",Productos deshidratados,false,true,Reducido,10.0,Keines,AlimentaciÃ³n
7032,Surtido seco,Art. Hogar / medias,ES,HERO CHUPETE SILICONA 0-6 MESES,"","","","","",Otros artÃ­culos domÃ©sticos,false,true,Ordinario,21.0,Keines,Surtido NF
9348,Surtido seco,Cosmetic,ES,Astor Laca de uÃ±as Fashion Studio,"",PERFUMERIA E HIGIENE,COSMETICA DECORATIVA,UNAS,LACA UNAS,"Cremas, lociones, leche corporal, maquillaje",false,false,Ordinario,21.0,Keines,Surtido NF
9425,Surtido seco,Cosmetic,ES,Estuche de cremas corporales,"",PERFUMERIA E HIGIENE,COSMETICA FACIAL,CREMAS DE BELLEZA,CREMAS DE BELLEZA,"Cremas, lociones, leche corporal, maquillaje",false,true,Ordinario,21.0,Keines,Surtido NF
